prompt,intent
set an alarm for 7 in the evening,alarm
wake me at 7 pm,alarm
alarm at 7 tonight,alarm
set evening alarm for 7,alarm
ring alarm at 7 pm,alarm
schedule alarm 7 in evening,alarm
put an alarm for 7 tonight,alarm
remind me with alarm at 7 pm,alarm
start alarm at 7 in the evening,alarm
play song for me,play_music
play a song for me,play_music
can you play a song,play_music
please play some song,play_music
start a song,play_music
i want to hear a song,play_music
put on a song,play_music
play music for me,play_music
could you play music,play_music
play any nice song,play_music
play my favorite song,play_music
play some good music,play_music
play a track,play_music
start playing a song,play_music
music please,play_music
